campaign_id,title,description,creator_id,creator_email,email_domain,goal,amount_raised,created_at,updates_count,donations_count,refunds_count,images_count,videos_count,payout_country,country,user_account_age_days,user_total_campaigns,payment_sources_count
C4630,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U187,user4748@outlook.com,outlook.com,52580,14805,2025-10-10T10:15:12Z,2,89,20,0,1,US,DE,1278,6,1
C4631,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U537,user3670@outlook.com,outlook.com,57141,0,2025-05-26T10:15:12Z,3,103,19,3,1,IN,JP,1946,2,3
C4632,AR Training Simulator,A tech innovation project about ar training simulator.,U2066,user4311@protonmail.com,protonmail.com,8184,2909,2025-06-07T10:15:12Z,1,79,29,0,0,UK,SG,263,6,1
C4633,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2034,user6568@protonmail.com,protonmail.com,31964,3427,2025-08-20T10:15:12Z,6,24,24,4,0,SG,SG,592,8,2
C4634,AR Training Simulator,A tech innovation project about ar training simulator.,U758,user649@yahoo.com,yahoo.com,84825,26629,2025-07-04T10:15:12Z,4,23,12,3,0,SG,CA,1733,8,3
C4635,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U334,user7721@outlook.com,outlook.com,18032,2737,2025-01-01T10:15:12Z,8,102,20,1,0,IN,CA,1304,5,2
C4636,EV Battery Monitor,A tech innovation project about ev battery monitor.,U399,user6923@protonmail.com,protonmail.com,74668,25688,2025-07-25T10:15:12Z,2,87,8,2,0,SG,IN,310,2,2
C4637,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U465,user9527@protonmail.com,protonmail.com,6486,1637,2025-05-02T10:15:12Z,3,11,8,1,1,UK,UK,112,11,2
C4638,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U754,user2025@yahoo.com,yahoo.com,23472,2895,2025-09-17T10:15:12Z,6,81,2,0,1,US,JP,58,4,1
C4639,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1063,user3652@protonmail.com,protonmail.com,33509,1713,2025-11-04T10:15:12Z,2,93,27,2,1,IN,DE,1698,1,2
C4640,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2708,user7198@gmail.com,gmail.com,56007,16613,2025-06-05T10:15:12Z,7,93,29,2,1,DE,SG,314,7,1
C4641,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2043,user63@gmail.com,gmail.com,36118,14130,2025-07-18T10:15:12Z,4,35,6,2,0,IN,IN,1259,4,1
C4642,AR Training Simulator,A tech innovation project about ar training simulator.,U2000,user2545@yahoo.com,yahoo.com,85841,19596,2025-02-24T10:15:12Z,6,11,9,3,1,SG,UK,1520,9,3
C4643,Wearable Health Patch,A tech innovation project about wearable health patch.,U2143,user1626@yahoo.com,yahoo.com,87655,12062,2025-08-02T10:15:12Z,8,88,28,1,1,JP,US,1010,2,3
C4644,AR Training Simulator,A tech innovation project about ar training simulator.,U269,user1076@outlook.com,outlook.com,76692,25632,2025-05-14T10:15:12Z,2,64,26,4,0,JP,CA,889,5,3
C4645,Wearable Health Patch,A tech innovation project about wearable health patch.,U2331,user6224@outlook.com,outlook.com,29100,6613,2025-11-27T10:15:12Z,4,10,10,2,1,UK,DE,418,9,2
C4646,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2476,user1235@yahoo.com,yahoo.com,56018,17543,2025-05-02T10:15:12Z,8,142,17,1,0,US,US,1431,8,3
C4647,Wearable Health Patch,A tech innovation project about wearable health patch.,U256,user9687@yahoo.com,yahoo.com,41631,3552,2025-07-31T10:15:12Z,7,1,29,3,0,SG,UK,671,8,1
C4648,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2606,user3925@yahoo.com,yahoo.com,28888,0,2025-07-09T10:15:12Z,4,84,5,5,0,UK,IN,963,0,3
C4649,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2571,user717@gmail.com,gmail.com,68205,0,2025-10-15T10:15:12Z,0,26,20,2,1,DE,JP,1562,8,3
C4650,EV Battery Monitor,A tech innovation project about ev battery monitor.,U87,user7469@outlook.com,outlook.com,57058,18613,2025-07-24T10:15:12Z,3,22,19,0,1,US,US,898,4,3
C4651,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1563,user7637@protonmail.com,protonmail.com,51585,12730,2025-05-22T10:15:12Z,6,134,30,2,1,SG,CA,435,12,1
C4652,AR Training Simulator,A tech innovation project about ar training simulator.,U2129,user6796@gmail.com,gmail.com,55337,21468,2025-05-19T10:15:12Z,8,132,9,4,1,DE,JP,502,3,1
C4653,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1713,user3752@outlook.com,outlook.com,32462,5619,2025-08-16T10:15:12Z,4,67,13,0,0,SG,IN,1432,6,3
C4654,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2445,user6186@outlook.com,outlook.com,16522,2483,2025-11-20T10:15:12Z,6,126,6,5,1,CA,IN,1120,12,2
C4655,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2018,user1304@outlook.com,outlook.com,26930,8898,2025-10-16T10:15:12Z,0,50,16,1,0,US,IN,1221,2,3
C4656,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. guaranteed profit,U1814,user7306@protonmail.com,protonmail.com,77457,15821,2025-10-16T10:15:12Z,7,118,15,0,0,IN,CA,90,12,3
C4657,Low-Power Microcontroller,A tech innovation project about low-power microcontroller. urgent funding,U344,user2126@yahoo.com,yahoo.com,42652,8307,2025-06-06T10:15:12Z,4,82,11,5,0,IN,US,957,5,1
C4658,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U827,user9033@gmail.com,gmail.com,7635,0,2025-09-09T10:15:12Z,4,59,21,0,0,JP,US,1235,2,2
C4659,EV Battery Monitor,A tech innovation project about ev battery monitor.,U40,user6210@yahoo.com,yahoo.com,43488,12703,2025-09-04T10:15:12Z,5,48,11,2,1,IN,SG,691,9,1
C4660,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U346,user6072@outlook.com,outlook.com,48706,9082,2025-05-16T10:15:12Z,2,13,24,0,1,JP,US,17,12,1
C4661,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2071,user4442@gmail.com,gmail.com,80387,14397,2024-12-24T10:15:12Z,4,18,14,0,1,US,DE,1650,5,3
C4662,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1253,user2005@gmail.com,gmail.com,64464,30001,2025-06-02T10:15:12Z,7,25,25,3,0,UK,SG,1290,7,2
C4663,AR Training Simulator,A tech innovation project about ar training simulator.,U630,user6842@yahoo.com,yahoo.com,32416,15786,2025-05-17T10:15:12Z,1,12,16,0,1,SG,US,817,3,1
C4664,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1339,user5407@yahoo.com,yahoo.com,23713,8071,2025-06-25T10:15:12Z,1,71,17,5,1,JP,UK,423,3,1
C4665,Wearable Health Patch,A tech innovation project about wearable health patch. wire transfer,U798,user9028@protonmail.com,protonmail.com,50814,17126,2025-11-30T10:15:12Z,1,145,23,3,1,SG,JP,902,0,3
C4666,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2476,user9347@outlook.com,outlook.com,63325,29101,2025-04-16T10:15:12Z,6,16,21,5,0,CA,US,660,0,3
C4667,EV Battery Monitor,A tech innovation project about ev battery monitor.,U758,user3823@yahoo.com,yahoo.com,36314,984,2025-09-28T10:15:12Z,3,59,0,1,1,DE,DE,111,7,3
C4668,AI EdTech Assistant,A tech innovation project about ai edtech assistant. guaranteed profit,U463,user4207@gmail.com,gmail.com,36732,21347,2025-01-02T10:15:12Z,3,89,21,2,0,SG,CA,722,9,3
C4669,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U612,user7247@outlook.com,outlook.com,69761,8222,2025-02-04T10:15:12Z,1,147,3,2,0,SG,UK,649,6,3
C4670,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit. limited time offer,U1713,user8837@yahoo.com,yahoo.com,70082,36731,2025-11-03T10:15:12Z,0,50,4,5,0,SG,UK,385,0,3
C4671,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1070,user1155@outlook.com,outlook.com,76146,37659,2025-05-28T10:15:12Z,4,130,20,0,1,DE,US,1168,5,2
C4672,EV Battery Monitor,A tech innovation project about ev battery monitor.,U575,user1950@gmail.com,gmail.com,8624,2238,2025-12-09T10:15:12Z,1,38,26,2,1,JP,UK,1141,4,1
C4673,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1675,user7346@yahoo.com,yahoo.com,53784,12511,2025-05-04T10:15:12Z,0,138,18,2,0,DE,IN,1206,12,1
C4674,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2300,user2664@yahoo.com,yahoo.com,64232,2573,2025-10-29T10:15:12Z,7,22,0,4,0,US,US,1054,10,2
C4675,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2385,user8998@outlook.com,outlook.com,14900,0,2025-10-11T10:15:12Z,3,51,28,5,1,CA,US,1868,3,2
C4676,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U184,user5783@yahoo.com,yahoo.com,87163,35729,2025-04-01T10:15:12Z,0,112,20,5,1,CA,IN,459,11,1
C4677,AR Training Simulator,A tech innovation project about ar training simulator. guaranteed profit,U1415,user369@gmail.com,gmail.com,33513,7757,2025-09-16T10:15:12Z,6,129,15,0,0,JP,UK,331,0,1
C4678,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1638,user3851@yahoo.com,yahoo.com,70857,6169,2025-08-09T10:15:12Z,6,141,26,4,1,SG,UK,260,12,1
C4679,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2989,user3637@gmail.com,gmail.com,34402,6012,2025-09-22T10:15:12Z,4,131,16,1,1,US,DE,1620,5,3
C4680,AR Training Simulator,A tech innovation project about ar training simulator.,U124,user9454@protonmail.com,protonmail.com,88895,8208,2025-12-10T10:15:12Z,3,113,2,0,0,IN,UK,1367,10,3
C4681,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2398,user2686@yahoo.com,yahoo.com,58437,25337,2024-12-28T10:15:12Z,1,22,0,4,1,SG,US,54,1,1
C4682,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U676,user2630@protonmail.com,protonmail.com,82108,614,2025-09-28T10:15:12Z,3,16,10,5,0,JP,CA,1881,7,3
C4683,EV Battery Monitor,A tech innovation project about ev battery monitor.,U786,user118@protonmail.com,protonmail.com,30526,10027,2024-12-20T10:15:12Z,6,50,13,5,0,JP,DE,1591,10,1
C4684,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U2937,user9453@outlook.com,outlook.com,11690,1021,2025-09-10T10:15:12Z,6,2,26,5,0,SG,UK,890,3,1
C4685,AR Training Simulator,A tech innovation project about ar training simulator. limited time offer,U308,user3975@10minutemail.com,10minutemail.com,51472,14408,2025-03-14T10:15:12Z,5,133,6,0,1,UK,CA,468,10,1
C4686,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2971,user824@yahoo.com,yahoo.com,60639,0,2024-12-11T10:15:12Z,0,128,21,3,0,SG,SG,935,6,2
C4687,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U853,user8713@protonmail.com,protonmail.com,57660,15979,2025-01-13T10:15:12Z,2,145,4,4,0,US,CA,159,12,2
C4688,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1583,user8804@gmail.com,gmail.com,68587,27743,2025-03-17T10:15:12Z,7,136,22,0,1,IN,SG,245,5,1
C4689,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U1476,user9321@outlook.com,outlook.com,53754,10645,2025-04-22T10:15:12Z,3,132,17,3,0,JP,JP,677,10,3
C4690,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2619,user7842@yahoo.com,yahoo.com,81131,14555,2025-05-30T10:15:12Z,1,108,27,3,0,IN,UK,1229,7,3
C4691,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2434,user4174@outlook.com,outlook.com,29486,12902,2025-04-02T10:15:12Z,6,69,10,3,0,DE,SG,107,5,1
C4692,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U291,user7431@outlook.com,outlook.com,40836,12244,2025-05-29T10:15:12Z,0,79,12,4,0,JP,UK,744,3,2
C4693,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U50,user1893@gmail.com,gmail.com,16750,3393,2025-01-04T10:15:12Z,0,129,22,2,0,UK,JP,887,9,1
C4694,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker. guaranteed profit,U1126,user7821@gmail.com,gmail.com,76690,13763,2025-11-10T10:15:12Z,3,30,13,4,0,CA,JP,15,12,3
C4695,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1403,user1107@protonmail.com,protonmail.com,42226,20883,2025-08-24T10:15:12Z,7,37,28,0,0,US,IN,489,6,1
C4696,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1249,user8009@gmail.com,gmail.com,38371,10048,2025-08-10T10:15:12Z,0,97,16,4,0,CA,US,1466,6,2
C4697,Wearable Health Patch,A tech innovation project about wearable health patch.,U2950,user9487@outlook.com,outlook.com,46869,0,2025-06-03T10:15:12Z,0,149,21,1,1,SG,US,1681,11,2
C4698,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2309,user9897@gmail.com,gmail.com,7427,4383,2025-01-17T10:15:12Z,7,109,4,0,1,IN,JP,1438,11,3
C4699,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U158,user5261@yahoo.com,yahoo.com,74436,3006,2025-08-02T10:15:12Z,3,67,15,2,1,UK,SG,1237,1,1
C4700,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2467,user9425@protonmail.com,protonmail.com,53116,8881,2025-06-15T10:15:12Z,3,88,20,2,1,IN,UK,430,5,3
C4701,AR Training Simulator,A tech innovation project about ar training simulator.,U2780,user6884@protonmail.com,protonmail.com,10264,46,2025-05-27T10:15:12Z,5,87,7,1,0,CA,IN,527,9,2
C4702,EV Battery Monitor,A tech innovation project about ev battery monitor.,U713,user632@outlook.com,outlook.com,16354,3331,2025-05-04T10:15:12Z,8,107,7,0,0,DE,SG,1890,2,1
C4703,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1197,user5641@protonmail.com,protonmail.com,73581,20504,2025-08-09T10:15:12Z,5,122,10,4,1,DE,CA,1458,6,1
C4704,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2193,user4683@outlook.com,outlook.com,75144,27765,2025-04-09T10:15:12Z,7,138,8,5,1,IN,IN,706,11,2
C4705,AR Training Simulator,A tech innovation project about ar training simulator.,U2688,user3975@yahoo.com,yahoo.com,36128,8725,2025-05-26T10:15:12Z,4,34,15,5,0,UK,JP,1278,12,3
C4706,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2377,user7165@yahoo.com,yahoo.com,17474,750,2025-03-16T10:15:12Z,5,112,25,2,0,JP,IN,1068,11,1
C4707,AR Training Simulator,A tech innovation project about ar training simulator.,U2352,user2847@gmail.com,gmail.com,55684,20880,2025-11-08T10:15:12Z,0,117,24,1,0,DE,JP,1520,9,3
C4708,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1397,user647@yahoo.com,yahoo.com,55493,10411,2025-02-16T10:15:12Z,7,55,0,3,1,DE,IN,320,8,2
C4709,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2305,user8150@protonmail.com,protonmail.com,84935,24738,2025-09-13T10:15:12Z,4,84,25,5,0,CA,SG,1184,10,2
C4710,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1897,user1732@10minutemail.com,10minutemail.com,58366,9773,2025-02-12T10:15:12Z,8,86,24,5,1,CA,IN,1169,3,1
C4711,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1469,user1833@yahoo.com,yahoo.com,35057,17049,2025-01-26T10:15:12Z,8,107,27,2,1,UK,JP,604,9,1
C4712,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2596,user7551@protonmail.com,protonmail.com,82968,21690,2025-04-28T10:15:12Z,2,135,19,0,1,UK,IN,831,8,2
C4713,AR Training Simulator,A tech innovation project about ar training simulator.,U631,user2730@outlook.com,outlook.com,89266,38123,2025-09-25T10:15:12Z,4,13,11,5,0,US,CA,1773,10,1
C4714,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2474,user1433@outlook.com,outlook.com,10063,4563,2024-12-22T10:15:12Z,4,138,13,2,1,US,UK,184,6,3
C4715,Wearable Health Patch,A tech innovation project about wearable health patch.,U2117,user5767@outlook.com,outlook.com,20307,2812,2025-02-25T10:15:12Z,6,110,8,1,1,IN,SG,169,8,3
C4716,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U377,user8103@protonmail.com,protonmail.com,45826,3126,2025-09-06T10:15:12Z,4,45,11,0,0,US,CA,480,3,2
C4717,Wearable Health Patch,A tech innovation project about wearable health patch.,U2911,user4531@gmail.com,gmail.com,12716,3190,2024-12-16T10:15:12Z,0,15,23,3,0,UK,IN,1013,5,3
C4718,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1877,user6244@yahoo.com,yahoo.com,7610,1792,2025-05-20T10:15:12Z,0,81,11,2,0,SG,DE,1889,0,3
C4719,Wearable Health Patch,A tech innovation project about wearable health patch.,U1379,user134@10minutemail.com,10minutemail.com,80702,0,2025-11-14T10:15:12Z,4,85,30,3,1,IN,CA,267,3,2
C4720,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1818,user2052@yahoo.com,yahoo.com,78637,34130,2025-04-10T10:15:12Z,0,100,14,1,0,SG,UK,883,3,3
C4721,EV Battery Monitor,A tech innovation project about ev battery monitor. wire transfer,U2658,user8599@outlook.com,outlook.com,60765,21188,2025-07-28T10:15:12Z,6,28,24,1,1,UK,US,572,8,2
C4722,EV Battery Monitor,A tech innovation project about ev battery monitor.,U2187,user4628@gmail.com,gmail.com,23286,0,2025-04-28T10:15:12Z,7,141,5,5,1,SG,DE,1327,7,1
C4723,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U318,user132@gmail.com,gmail.com,46547,17859,2025-04-21T10:15:12Z,2,105,11,4,1,UK,SG,106,5,1
C4724,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U618,user3844@outlook.com,outlook.com,74177,6236,2025-03-19T10:15:12Z,7,57,5,0,1,US,IN,1715,3,1
C4725,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U406,user5163@protonmail.com,protonmail.com,6699,0,2025-07-12T10:15:12Z,2,41,15,1,0,UK,DE,314,3,3
C4726,AR Training Simulator,A tech innovation project about ar training simulator.,U2104,user3245@gmail.com,gmail.com,75897,21828,2025-06-02T10:15:12Z,7,25,25,2,0,DE,UK,270,8,1
C4727,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U769,user4639@yahoo.com,yahoo.com,47074,5758,2025-03-02T10:15:12Z,7,50,25,1,1,IN,US,1405,6,3
C4728,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1458,user6320@yahoo.com,yahoo.com,31338,4078,2025-05-15T10:15:12Z,0,72,14,0,0,SG,UK,568,2,2
C4729,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2347,user563@tempmail.com,tempmail.com,82182,39535,2025-10-25T10:15:12Z,5,59,12,0,1,DE,DE,1810,8,2
C4730,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U307,user5398@outlook.com,outlook.com,75819,22039,2025-09-01T10:15:12Z,1,51,23,5,1,DE,SG,1798,11,3
C4731,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U1703,user8678@gmail.com,gmail.com,13335,5815,2024-12-16T10:15:12Z,5,11,18,1,0,US,JP,1406,7,2
C4732,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U1179,user1747@10minutemail.com,10minutemail.com,29398,0,2025-07-28T10:15:12Z,5,104,1,1,1,US,CA,872,7,1
C4733,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U393,user4036@outlook.com,outlook.com,69086,22378,2024-12-11T10:15:12Z,2,45,30,1,0,DE,US,608,10,1
C4734,EV Battery Monitor,A tech innovation project about ev battery monitor.,U416,user4604@yahoo.com,yahoo.com,54041,3766,2024-12-11T10:15:12Z,5,101,13,1,1,IN,CA,144,4,1
C4735,Robotics Automation Arm,A tech innovation project about robotics automation arm. urgent funding,U2371,user3073@yahoo.com,yahoo.com,42680,10534,2025-10-27T10:15:12Z,0,20,0,3,1,IN,CA,1028,11,2
C4736,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U477,user5772@yahoo.com,yahoo.com,20756,8248,2025-07-04T10:15:12Z,7,30,19,4,1,SG,JP,1142,11,1
C4737,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2645,user6822@yahoo.com,yahoo.com,43732,20897,2025-02-11T10:15:12Z,7,115,30,2,0,SG,UK,324,8,1
C4738,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U1482,user284@yahoo.com,yahoo.com,35186,0,2025-03-10T10:15:12Z,8,140,7,0,1,US,IN,1175,0,2
C4739,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1594,user7374@gmail.com,gmail.com,51395,5196,2025-01-12T10:15:12Z,6,89,3,3,1,SG,DE,1151,4,1
C4740,EV Battery Monitor,A tech innovation project about ev battery monitor.,U99,user8257@protonmail.com,protonmail.com,46069,14976,2025-06-04T10:15:12Z,7,79,3,2,1,IN,SG,1006,12,1
C4741,AR Training Simulator,A tech innovation project about ar training simulator.,U76,user824@protonmail.com,protonmail.com,55071,6001,2025-11-25T10:15:12Z,6,142,8,0,0,SG,SG,786,6,2
C4742,AR Training Simulator,A tech innovation project about ar training simulator.,U1683,user7794@yahoo.com,yahoo.com,26950,5962,2025-09-22T10:15:12Z,4,27,18,3,0,JP,JP,482,12,3
C4743,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1048,user2915@yahoo.com,yahoo.com,6756,1379,2025-08-29T10:15:12Z,1,52,19,3,0,CA,SG,730,0,3
C4744,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2717,user568@yahoo.com,yahoo.com,53748,31243,2025-11-11T10:15:12Z,4,6,30,4,1,JP,UK,1978,7,1
C4745,AR Training Simulator,A tech innovation project about ar training simulator.,U452,user9635@outlook.com,outlook.com,23531,10077,2025-08-03T10:15:12Z,0,110,10,1,1,JP,DE,492,10,1
C4746,Wearable Health Patch,A tech innovation project about wearable health patch.,U2224,user8585@outlook.com,outlook.com,8710,1747,2025-05-30T10:15:12Z,7,111,24,5,0,DE,SG,914,8,2
C4747,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1847,user8298@protonmail.com,protonmail.com,86302,19956,2025-07-10T10:15:12Z,7,138,23,0,0,US,UK,1370,4,1
C4748,EV Battery Monitor,A tech innovation project about ev battery monitor.,U1015,user7986@yahoo.com,yahoo.com,66187,20633,2025-05-01T10:15:12Z,2,74,5,3,0,DE,SG,1532,1,2
C4749,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1002,user3177@tempmail.com,tempmail.com,9536,3800,2025-01-30T10:15:12Z,7,58,17,2,1,JP,JP,1501,4,1
C4750,Wearable Health Patch,A tech innovation project about wearable health patch.,U394,user428@yahoo.com,yahoo.com,45285,19657,2025-12-10T10:15:12Z,0,125,18,2,0,SG,DE,514,9,2
C4751,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U2980,user3256@yahoo.com,yahoo.com,65205,13927,2025-10-11T10:15:12Z,1,88,0,1,1,US,CA,367,0,3
C4752,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U867,user115@yahoo.com,yahoo.com,56688,12337,2025-12-06T10:15:12Z,3,25,7,4,0,IN,JP,711,1,1
C4753,Sustainable Water Purifier,A tech innovation project about sustainable water purifier.,U56,user9883@yahoo.com,yahoo.com,29421,6811,2025-12-06T10:15:12Z,4,144,9,1,1,JP,IN,351,8,1
C4754,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1676,user8301@protonmail.com,protonmail.com,84320,16292,2025-11-03T10:15:12Z,3,18,18,0,0,DE,CA,1809,4,3
C4755,Wearable Health Patch,A tech innovation project about wearable health patch.,U2290,user2701@gmail.com,gmail.com,28610,12078,2025-04-02T10:15:12Z,8,33,1,1,0,JP,DE,509,12,3
C4756,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U2557,user3467@gmail.com,gmail.com,12610,2486,2025-08-28T10:15:12Z,2,67,18,4,0,US,SG,1295,1,3
C4757,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U999,user1638@outlook.com,outlook.com,69105,1519,2025-11-30T10:15:12Z,1,56,15,1,1,JP,IN,719,9,1
C4758,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U649,user6332@outlook.com,outlook.com,10986,6309,2025-03-23T10:15:12Z,4,76,6,5,0,DE,UK,1688,2,3
C4759,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1473,user2581@protonmail.com,protonmail.com,30463,8661,2025-12-06T10:15:12Z,0,67,12,2,0,SG,US,781,7,2
C4760,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U560,user275@gmail.com,gmail.com,83624,27707,2025-03-20T10:15:12Z,7,131,28,2,1,IN,UK,1018,10,3
C4761,Low-Power Microcontroller,A tech innovation project about low-power microcontroller.,U2551,user62@gmail.com,gmail.com,58766,14567,2025-04-18T10:15:12Z,7,114,4,5,0,IN,US,1195,12,3
C4762,Wearable Health Patch,A tech innovation project about wearable health patch. guaranteed profit,U2266,user1999@protonmail.com,protonmail.com,29790,9704,2024-12-19T10:15:12Z,0,58,19,0,1,IN,IN,1523,2,2
C4763,Robotics Automation Arm,A tech innovation project about robotics automation arm.,U1812,user6976@yahoo.com,yahoo.com,54346,2362,2025-01-17T10:15:12Z,8,148,14,4,0,SG,CA,1608,12,2
C4764,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U1377,user2336@gmail.com,gmail.com,10435,3423,2025-03-11T10:15:12Z,2,32,24,4,0,JP,JP,1379,12,2
C4765,AR Training Simulator,A tech innovation project about ar training simulator. act now,U950,user8954@protonmail.com,protonmail.com,85115,2437,2025-04-16T10:15:12Z,2,114,27,4,1,CA,US,1062,4,3
C4766,IoT Smart Farming Kit,A tech innovation project about iot smart farming kit.,U2325,user9163@yahoo.com,yahoo.com,46468,8908,2025-07-09T10:15:12Z,0,148,17,1,0,IN,CA,411,9,3
C4767,Blockchain Supply Tracker,A tech innovation project about blockchain supply tracker.,U2944,user531@protonmail.com,protonmail.com,11915,3948,2025-08-17T10:15:12Z,0,13,27,2,0,IN,JP,308,12,2
C4768,AI EdTech Assistant,A tech innovation project about ai edtech assistant.,U2110,user2261@yahoo.com,yahoo.com,27360,1555,2025-05-05T10:15:12Z,5,14,7,3,0,CA,US,1061,4,1
C4769,AR Training Simulator,A tech innovation project about ar training simulator.,U1190,user66@outlook.com,outlook.com,27850,1572,2025-06-26T10:15:12Z,8,145,18,5,0,US,UK,1164,11,1
C4770,Low-Power Microcontroller,A tech innovation project about low-power microcontroller. act now,U1266,user3848@gmail.com,gmail.com,80773,12686,2024-12-26T10:15:12Z,2,58,0,5,0,JP,SG,1594,12,2
C4771,Wearable Health Patch,A tech innovation project about wearable health patch.,U772,user301@outlook.com,outlook.com,36420,14502,2025-01-25T10:15:12Z,2,133,23,5,0,CA,IN,1033,1,3
C4772,AI Drone Navigation System,A tech innovation project about ai drone navigation system.,U1681,user3687@outlook.com,outlook.com,82278,532,2025-03-31T10:15:12Z,4,98,23,3,1,DE,CA,1994,6,2
